500034.535000,0.002640,0.000970,-0.001704,0.001277
492039.535700,0.002542,0.002262,0.001988,0.003511
483058.802000,0.001369,0.000808,0.000284,0.001596
474241.985300,0.002542,0.001131,0.001136,0.001596
465586.093500,0.001076,0.002424,0.000000,0.000958
458141.886700,0.000880,0.002101,-0.001988,0.000638
449779.854900,0.001173,0.000808,-0.001420,0.000000
441570.447400,0.001467,-0.000485,-0.000852,0.000638
433510.878400,0.000587,-0.000970,0.002271,-0.003511
426579.518800,0.001467,0.001293,-0.000568,0.002873
418793.565100,0.000978,0.000162,0.002271,0.002235
411149.721100,0.002053,0.001293,-0.000852,0.000958
403645.393000,0.001369,0.000646,0.001136,-0.003511
397191.549500,0.002053,0.001778,-0.001704,0.000319
389941.986700,0.001271,-0.001454,0.002555,0.003192
382824.743300,0.001955,-0.000646,0.000284,-0.001277
375837.404300,0.000293,-0.000808,0.003123,0.004150
368977.598600,0.001467,0.002747,0.003407,0.001277
363078.054800,0.001467,0.002747,0.003691,-0.002235
356451.133400,0.001467,0.000323,0.003975,0.002554
349945.167000,0.002249,0.001131,0.003407,0.001596
343557.947900,0.001662,0.000808,0.002839,0.000000
338064.836200,0.000782,0.001293,0.002839,0.000319
331894.457600,0.002640,0.001131,0.007666,-0.001277
325836.701000,0.002249,0.002101,0.002839,0.004788
319889.511000,0.002835,0.003878,0.000852,-0.000319
314774.831400,0.001564,0.003393,0.004543,0.000638
309029.543300,0.002542,0.002101,0.005111,0.003511
303389.118400,0.001564,0.000162,0.001420,-0.001277
297851.642900,0.002151,0.001778,0.002271,-0.000638
293089.324500,0.002053,0.001131,0.003975,-0.000638
287739.841500,0.001760,0.001778,-0.000852,-0.002235
282487.997500,0.002347,0.000485,-0.002555,-0.001596
277332.010500,0.000782,0.000323,0.001420,0.003192
272897.778300,0.001955,0.001293,0.002271,0.000638
267916.832500,0.002053,-0.001131,0.003123,0.000958
263026.799200,0.001271,0.000162,0.000000,0.001596
258226.019100,0.001955,0.003070,0.003691,-0.000638
254097.270600,0.001467,0.003393,0.002555,0.005427
249459.472700,0.001369,0.002101,0.002839,0.000958
244906.324200,0.001369,0.001131,0.004827,0.005108
240436.280000,0.000489,0.002262,0.000852,0.001915
236591.969700,0.000978,0.000646,0.002839,-0.002554
232273.679600,0.002151,0.000323,0.005111,-0.000319
228034.207200,0.001467,-0.000485,0.001988,0.002554
223872.113900,0.001858,0.000485,0.004543,0.001596
220292.646300,0.002542,0.000970,-0.000568,0.000958
216271.852400,0.001955,0.002424,0.000852,0.002554
212324.446200,0.000391,0.001454,0.000568,-0.000958
208449.088300,0.000880,-0.000808,0.001420,0.003831
205116.217900,0.001662,0.001778,0.005963,0.002235
201372.425000,0.001858,0.001454,0.002839,0.005108
197696.964000,0.002347,0.001131,0.003975,-0.002873
194088.587800,0.002053,0.002909,0.003691,-0.000638
190985.325900,0.001858,0.001131,-0.001136,0.004150
187499.450800,0.002542,0.003232,-0.000852,0.003511
184077.200100,0.001369,0.000323,0.000000,0.004788
180717.412600,0.000293,0.001293,0.003691,0.002873
177827.941000,0.002053,0.001616,0.004827,0.003831
174582.215300,0.001955,0.003070,0.001420,0.001277
171395.730800,0.001760,0.000970,-0.000852,0.004788
168267.406100,0.000098,0.000970,0.001988,0.006385
165576.996300,0.002053,0.003232,-0.001420,-0.000319
162554.875600,0.002249,0.000970,0.002555,0.001277
159587.914700,0.002053,0.000323,0.002555,0.001277
156675.107000,0.001955,0.003393,0.004259,0.003192
154170.045300,0.001369,0.001616,0.004827,-0.000638
151356.124800,0.001173,0.001616,0.003123,0.001596
